0,1,2,3,4,5,6,7,8,9
0.0012281465926207602,0.00047025153298818623,0.0008752610418014228,0.00014166615793556047,5.4498117657431065e-05,0.0,0.0006559565299539827,4.147583945268707e-05,0.0002625055392854847,0.00012020556459901854
0.002151239212253131,0.000611138891417795,0.0011972184234764426,0.00022999323394969906,8.692822576676918e-05,0.0,0.0009581649472238496,9.051512711266696e-05,0.0003282774607214378,0.00018621468516357708
0.0036477190325967966,0.0007176673349022167,0.0012870166450738908,0.00038989022232271964,0.00011345390780661546,0.0,0.0012879267800599337,0.000300406246969942,0.00039962211740203203,0.00025727626343723385
0.006348750018514693,0.0006417715027055238,0.0006800783739890903,0.0006559300994467776,0.00010016535377701529,0.0,0.0014702430562465452,0.0014413812925340608,0.0004440152260940522,0.0003359352394909365
0.01150059406645596,0.0004800906033779029,0.00131134616676718,0.0010913602778146014,1.3353906484780965e-05,0.0,0.0011680783500196412,0.005503969569690526,0.00038297073770081623,0.0004343028860603226
0.021198709309101105,0.001127729231549779,0.0052561762277036905,0.0017725445580254017,0.00028153759308224835,0.0,6.336405313049909e-05,0.016476925974711776,0.00010472672165633412,0.0006628540764722857
0.03806881275959313,0.0028304267092607916,0.010583047941327094,0.0026443773003848037,0.0006970737998926779,0.0,0.0024583018152043224,0.04036863576620817,0.0008891012573258195,0.0013501651992555708
0.06362078227102756,0.004417073703370989,0.013754142355173827,0.0034931801546917995,0.0010698032754589803,0.0,0.005124899133807048,0.08266011858358979,0.002768243283207994,0.0025125740983639845
0.09158478081226348,0.0039149980002548546,0.007702016271650791,0.00321226635351195,0.0010155165600735927,0.0,0.005380039394367486,0.1361739832907915,0.00550913970801048,0.0038970873574726284
0.10591769088059663,0.0012796955066733061,0.01623407369479537,0.0016336168462657951,0.0001810469731935882,0.0,0.003831840571365319,0.17114760726690292,0.007497574400622398,0.004193647403735667
