Time,CPU Frequency,CPU Load,Memory Usage,Wi-Fi RSSI Level,Quality,Screen Bright,Battery,Download,Upload
430,1586000,44,1799400,-63,360,3,78,456,17
440,1586000,44,1811224,-64,360,3,78,456,17
450,1586000,44,1824848,-62,360,3,78,456,17
460,1586000,44,1812060,-62,360,3,78,456,17
470,1586000,44,1819640,-64,360,3,78,456,17
480,1586000,44,1801984,-63,360,3,78,456,17
490,1586000,44,1816588,-68,360,3,78,456,17
500,1586000,44,1809756,-62,360,3,78,456,17
510,1586000,44,1823932,-62,360,3,78,456,17
520,1586000,44,1823564,-68,360,3,78,456,17
530,1586000,44,1822748,-59,360,3,78,456,17
540,1586000,44,1823732,-59,360,3,78,456,17
550,1586000,44,1812472,-64,360,3,78,456,17
560,1586000,44,1825748,-62,360,3,78,456,17
570,1586000,44,1816508,-62,360,3,78,456,17
580,1586000,44,1819196,-62,360,3,78,456,17
590,1586000,44,1817832,-68,360,3,78,456,17
600,1586000,44,1820744,-63,360,3,78,456,17
610,1586000,44,1779260,-66,360,3,78,456,17
620,1586000,44,1793148,-63,360,3,78,456,17
630,1586000,44,1823932,-65,360,3,78,456,17
640,1586000,44,1824180,-65,360,3,77,456,17
650,1586000,44,1825748,-60,360,3,77,456,17
660,1586000,44,1782564,-66,360,3,77,456,17
670,1586000,44,1797880,-77,360,3,77,456,17
680,1586000,44,1789200,-77,360,3,77,456,17
690,1586000,44,1763264,-74,360,3,77,456,17
700,1482000,44,1795556,-74,360,3,77,456,17
710,1248000,44,1821956,-63,360,3,77,456,17
720,1586000,44,1824160,-66,360,3,77,456,17
730,1586000,44,1824360,-61,360,3,77,456,17
740,546000,44,1802808,-65,360,3,77,456,17
750,546000,44,1826104,-63,360,3,77,456,17
760,1586000,44,1807904,-65,360,3,77,456,17
770,546000,44,1824720,-63,360,3,77,456,17
780,902000,44,1815256,-63,360,3,77,456,17
790,902000,44,1821960,-62,360,142,77,28,3
800,546000,44,1813436,-65,360,142,77,28,3
810,839000,44,1796604,-63,360,142,77,28,3
820,1586000,44,1814532,-66,360,142,77,28,3
830,839000,44,1796296,-58,360,142,77,28,3
840,839000,44,1818272,-58,360,142,77,28,3
850,1586000,44,1829848,-66,360,142,77,28,3
860,1586000,44,1825928,-59,360,142,77,28,3
870,902000,44,1797388,-59,360,142,77,28,3
880,1586000,44,1790340,-59,360,142,77,28,3
890,902000,44,1767716,-59,360,142,77,28,3
900,902000,44,1826164,-64,360,142,76,28,3
910,546000,44,1799488,-60,360,142,76,28,3
920,902000,44,1785952,-60,360,142,76,28,3
930,757000,44,1797636,-60,360,142,76,28,3
940,1014000,44,1821784,-69,360,142,76,28,3
950,1144000,44,1813148,-60,360,142,76,28,3
960,1248000,44,1824728,-60,360,142,76,28,3
970,1248000,44,1803476,-64,360,142,76,28,3
980,757000,44,1818684,-64,360,142,76,28,3
990,902000,44,1819144,-63,360,142,76,28,3
1000,757000,44,1820456,-63,360,142,76,28,3
1010,1586000,44,1814844,-64,360,142,76,28,3
1020,1482000,44,1822688,-61,360,142,76,28,3
1030,1586000,44,1794524,-65,360,142,76,28,3
1040,1586000,44,1817464,-61,360,142,76,28,3
1050,1352000,44,1807880,-61,360,142,76,28,3
1060,1248000,44,1822420,-72,360,142,76,28,3
1070,902000,44,1784924,-62,360,142,76,28,3
1080,1586000,44,1778280,-62,360,142,76,28,3
1090,902000,44,1800196,-65,360,142,76,28,3
1100,902000,44,1794244,-63,360,142,76,28,3
1110,902000,44,1804812,-63,360,142,76,28,3
1120,902000,44,1824960,-65,360,142,76,28,3
1130,839000,44,1793936,-61,360,142,76,28,3
1140,839000,44,1740756,-66,360,142,76,28,3
1150,839000,44,1730816,-63,360,142,76,28,3
1160,757000,44,1817856,-63,360,142,76,28,3
1170,839000,44,1796332,-64,360,142,76,28,3
1180,676000,44,1818792,-62,360,142,76,28,3
1190,902000,44,1803328,-62,360,142,76,28,3
1200,1586000,44,1785368,-64,360,142,76,28,3
1210,902000,44,1789072,-61,360,142,76,28,3
1220,1248000,44,1821140,-61,360,142,75,28,3
1230,902000,44,1807584,-64,360,142,75,28,3
1240,757000,44,1825252,-63,360,142,75,28,3
1250,902000,44,1805600,-63,360,142,75,28,3
1260,546000,44,1807344,-67,360,142,75,28,3
1270,902000,44,1782312,-61,360,142,75,28,3
1280,902000,44,1802652,-61,360,142,75,28,3
1290,1586000,44,1819912,-65,360,142,75,28,3
1300,1586000,44,1825384,-56,360,142,75,28,3
1310,1482000,44,1792616,-64,360,142,75,28,3
1320,1482000,44,1825292,-63,360,142,75,28,3
1330,902000,44,1760936,-63,360,142,75,28,3
1340,1482000,44,1781180,-63,360,142,75,28,3
1350,1144000,44,1782388,-63,360,142,75,28,3
1360,839000,44,1809312,-64,360,142,75,28,3
1370,1014000,44,1803296,-61,360,142,75,28,3
1380,546000,44,1825012,-61,360,142,75,28,3
1390,902000,44,1809288,-61,360,142,75,28,3
1400,902000,44,1795332,-61,360,142,75,28,3
1410,1482000,44,1789376,-64,360,142,75,28,3
1420,839000,44,1824680,-62,360,142,75,28,3
1430,676000,44,1795796,-68,360,142,75,28,3
1440,546000,44,1813188,-68,360,142,75,28,3
1450,902000,44,1739300,-63,360,142,75,28,3
1460,1482000,44,1764324,-66,360,142,75,28,3
1470,546000,44,1743368,-61,360,142,75,28,3
1480,1586000,44,1816192,-64,360,142,75,28,3
1490,902000,44,1773436,-62,360,142,75,28,3
1500,1248000,44,1784976,-62,360,142,75,28,3
1510,1248000,44,1822884,-65,360,142,75,28,3
1520,676000,44,1804148,-63,360,142,75,28,3
1530,1248000,44,1798860,-68,360,142,75,28,3
1540,546000,44,1804164,-62,360,142,75,28,3
1550,676000,44,1824972,-66,360,142,75,28,3
1560,1586000,40,1825912,-64,360,255,74,841,12
1570,1482000,40,1812464,-63,360,255,74,841,12
1580,1586000,40,1825724,-64,360,255,74,841,12
1590,1586000,40,1800752,-63,360,255,74,841,12
1600,1586000,40,1786508,-63,360,255,74,841,12
1610,1586000,40,1824468,-64,360,255,74,841,12
1620,1586000,40,1808188,-59,360,255,74,841,12
1630,1586000,40,1818868,-59,360,255,74,841,12
1640,1586000,40,1825700,-59,360,255,74,841,12
1650,1586000,40,1815692,-59,360,255,74,841,12
1660,1586000,40,1780136,-59,360,255,74,841,12
1670,1586000,40,1824976,-59,360,255,74,841,12
1680,1586000,40,1824672,-59,360,255,74,841,12
1690,1586000,40,1820468,-64,360,255,74,841,12
1700,1586000,40,1801296,-62,360,255,74,841,12
1710,902000,40,1803884,-73,360,255,74,841,12
1720,1586000,40,1781020,-58,360,255,74,841,12
1730,1586000,40,1823168,-58,360,255,74,841,12
1740,1586000,40,1825396,-58,360,255,73,841,12
1750,1586000,40,1811168,-58,360,255,73,841,12
1760,1586000,40,1813676,-66,360,255,73,841,12
1770,1586000,40,1809940,-62,360,255,73,841,12
1780,1586000,40,1814312,-62,360,255,73,841,12
1790,1586000,40,1824228,-64,360,255,73,841,12
1800,1586000,40,1820236,-63,360,255,73,841,12
1810,1586000,40,1819460,-63,360,255,73,841,12
1820,902000,40,1823572,-64,360,255,73,841,12
1830,1586000,40,1815688,-63,360,255,73,841,12
1840,546000,40,1817644,-64,360,255,73,841,12
1850,1586000,40,1801300,-63,360,255,73,841,12
1860,1586000,40,1821220,-63,360,255,73,841,12
1870,1586000,40,1826152,-63,360,255,73,841,12
1880,1482000,40,1782304,-63,360,255,73,841,12
1890,1586000,40,1814816,-63,360,255,73,841,12
1900,1586000,40,1805320,-63,360,255,73,841,12
1910,1482000,40,1804296,-63,360,255,73,841,12
1920,1248000,40,1794652,-63,360,255,73,841,12
1930,839000,40,1823332,-63,360,255,73,841,12
1940,902000,40,1793052,-63,360,255,73,841,12
1950,902000,40,1809272,-64,360,255,73,841,12
1960,902000,40,1792388,-64,360,255,73,841,12
1970,902000,40,1799192,-61,360,255,73,841,12
1980,902000,40,1802536,-64,360,255,73,841,12
1990,676000,40,1823552,-58,360,255,73,841,12
2000,902000,40,1806960,-58,360,255,73,841,12
2010,676000,40,1814476,-64,360,255,73,841,12
2020,902000,40,1812804,-64,360,255,73,841,12
2030,902000,40,1812044,-63,360,255,73,841,12
2040,839000,40,1795016,-64,360,255,73,841,12
2050,839000,40,1805300,-61,360,255,72,841,12
2060,902000,40,1796876,-65,360,255,72,841,12
2070,757000,40,1809648,-61,360,255,72,841,12
2080,546000,40,1777308,-64,360,255,72,841,12
2090,1248000,40,1823360,-64,360,255,72,841,12
2100,839000,40,1816384,-63,360,255,72,841,12
2110,1586000,40,1817384,-64,360,255,72,841,12
2120,676000,40,1788864,-63,360,255,72,841,12
2130,546000,40,1818400,-64,360,255,72,841,12
2140,1586000,40,1790672,-63,360,255,72,841,12
2150,1586000,40,1820484,-63,360,255,72,841,12
2160,1352000,40,1800936,-66,360,255,72,841,12
2170,1482000,40,1825424,-62,360,255,72,841,12
2180,1352000,40,1809428,-65,360,255,72,841,12
2190,1482000,40,1785916,-65,360,255,72,841,12
2200,1586000,40,1813740,-63,360,255,72,841,12
2210,1144000,40,1825284,-64,360,255,72,841,12
2220,1586000,40,1827996,-62,360,255,72,841,12
2230,1586000,40,1823092,-64,360,255,72,841,12
2240,1482000,40,1815184,-64,360,255,72,841,12
2250,757000,40,1819084,-77,360,255,72,841,12
2260,1586000,40,1825624,-61,360,255,72,841,12
2270,676000,40,1821704,-65,360,255,72,841,12
2280,902000,40,1800448,-65,360,255,72,841,12
2290,546000,40,1821292,-60,360,255,72,841,12
2300,1586000,40,1824916,-57,720,4,71,820,11
2310,1586000,40,1824984,-57,720,4,71,820,11
2320,902000,40,1826428,-57,720,4,71,820,11
2330,1352000,40,1818608,-57,720,4,71,820,11
2340,1352000,40,1781372,-57,720,4,71,820,11
2350,1014000,40,1807700,-57,720,4,71,820,11
2360,1482000,40,1801960,-57,720,4,71,820,11
2370,902000,40,1819316,-57,720,4,71,820,11
2380,1482000,40,1748760,-57,720,4,71,820,11
2390,1586000,40,1827760,-57,720,4,71,820,11
2400,1248000,40,1771156,-57,720,4,71,820,11
2410,1586000,40,1802232,-57,720,4,71,820,11
2420,902000,40,1817648,-64,720,4,71,820,11
2430,902000,40,1793944,-57,720,4,71,820,11
2440,676000,40,1811088,-67,720,4,71,820,11
2450,902000,40,1813684,-62,720,4,71,820,11
2460,902000,40,1811620,-62,720,4,71,820,11
2470,1586000,40,1812116,-66,720,4,71,820,11
2480,1144000,40,1805408,-60,720,4,71,820,11
2490,757000,40,1825336,-60,720,4,71,820,11
2500,1586000,40,1801820,-60,720,4,70,820,11
2510,1586000,40,1851388,-66,720,4,70,820,11
2520,1014000,40,1818476,-56,720,4,70,820,11
2530,1144000,40,1800992,-67,720,4,70,820,11
2540,676000,40,1812612,-56,720,4,70,820,11
2550,902000,40,1767132,-67,720,4,70,820,11
2560,1586000,40,1799556,-67,720,4,70,820,11
2570,839000,40,1824976,-60,720,4,70,820,11
2580,1248000,40,1821704,-69,720,4,70,820,11
2590,1248000,40,1821720,-55,720,4,70,820,11
2600,1586000,40,1796436,-55,720,4,70,820,11
2610,1586000,40,1818368,-55,720,4,70,820,11
2620,1586000,40,1823576,-55,720,4,70,820,11
2630,1248000,40,1825060,-55,720,4,70,820,11
2640,902000,40,1774960,-55,720,4,70,820,11
2650,1482000,40,1811524,-64,720,4,70,820,11
2660,902000,40,1787304,-63,720,4,70,820,11
2670,902000,40,1818496,-63,720,4,70,820,11
2680,757000,40,1788208,-67,720,4,70,820,11
2690,1014000,40,1817076,-67,720,4,70,820,11
2700,757000,40,1794492,-56,720,4,70,820,11
2710,902000,40,1818908,-56,720,4,70,820,11
2720,1482000,40,1824084,-56,720,4,70,820,11
2730,1144000,40,1810292,-56,720,4,70,820,11
2740,839000,40,1824828,-56,720,4,70,820,11
2750,1586000,40,1803624,-56,720,4,70,820,11
2760,676000,40,1807144,-56,720,4,70,820,11
2770,676000,40,1802824,-56,720,4,70,820,11
2780,902000,40,1825024,-56,720,4,70,820,11
2790,902000,40,1813352,-56,720,4,70,820,11
2800,902000,40,1825256,-56,720,4,69,820,11
2810,676000,40,1807152,-56,720,4,69,820,11
2820,676000,40,1804784,-56,720,4,69,820,11
2830,1586000,40,1800752,-56,720,4,69,820,11
2840,1248000,40,1820316,-65,720,4,69,820,11
2850,1482000,40,1800344,-63,720,4,69,820,11
2860,1482000,40,1812004,-63,720,4,69,820,11
2870,1586000,40,1822620,-63,720,4,69,820,11
2880,1014000,40,1799496,-63,720,4,69,820,11
2890,1586000,40,1824608,-63,720,4,69,820,11
2900,546000,40,1818732,-63,720,4,69,820,11
2910,1586000,40,1817024,-63,720,4,69,820,11
2920,902000,40,1798592,-63,720,4,69,820,11
2930,902000,40,1824812,-63,720,4,69,820,11
2940,546000,40,1789392,-64,720,4,69,820,11
2950,902000,40,1811712,-61,720,4,69,820,11
2960,902000,40,1784596,-70,720,4,69,820,11
2970,546000,40,1807828,-70,720,4,69,820,11
2980,1144000,40,1805708,-61,720,4,69,820,11
2990,1352000,40,1779044,-64,720,4,69,820,11
3000,676000,40,1742516,-63,720,4,69,820,11
3010,902000,40,1753776,-63,720,4,69,820,11
3020,902000,40,1768940,-63,720,4,69,820,11
3030,1014000,40,1816052,-63,720,4,69,820,11
3040,1586000,40,1812856,-63,720,4,69,820,11
3050,902000,40,1822208,-63,720,4,69,820,11
3060,1014000,40,1822716,-63,720,4,69,820,11
3070,546000,40,1793696,-63,720,4,69,820,11
3080,1248000,40,1823472,-64,720,4,69,820,11
3090,902000,40,1807536,-63,720,4,69,820,11
3100,1248000,40,1824048,-63,720,4,69,820,11
3110,1248000,40,1797584,-64,720,4,68,820,11
3120,1586000,40,1796280,-57,720,4,68,820,11
3130,1144000,40,1777240,-64,720,4,68,820,11
3140,1248000,40,1819472,-61,720,4,68,820,11
3150,1352000,40,1817856,-66,720,4,68,820,11
3160,1248000,40,1808320,-66,720,4,68,820,11
3170,1248000,40,1823692,-55,720,4,68,820,11
3180,1586000,40,1820580,-59,720,126,66,966,9
3190,1248000,40,1824912,-59,720,126,66,966,9
3200,1586000,40,1827128,-59,720,126,66,966,9
3210,1586000,40,1791924,-59,720,126,66,966,9
3220,902000,40,1812620,-59,720,126,66,966,9
