Date,Frequency,WiFiState,RSSIlevel,ScreenState,Battery
169572,676000,3,-52,255,86
169673,676000,3,-52,255,86
169773,676000,3,-52,255,86
169874,546000,3,-52,255,86
169976,676000,3,-52,255,86
170077,757000,3,-52,255,86
170178,839000,3,-52,255,86
170279,1144000,3,-52,255,86
170379,1014000,3,-52,255,86
170482,1248000,3,-52,255,86
170582,1144000,3,-52,255,86
170683,902000,3,-52,255,86
170784,1586000,3,-52,255,86
170884,1586000,3,-52,255,86
170986,1586000,3,-52,255,86
171086,1586000,3,-52,255,86
171187,1144000,3,-52,255,86
171287,1586000,3,-52,255,86
171389,1014000,3,-52,255,86
171489,1248000,3,-52,255,86
171590,1482000,3,-52,255,86
171690,1586000,3,-52,255,86
171791,839000,3,-52,255,86
171892,546000,3,-52,255,86
171993,902000,3,-52,255,86
172093,902000,3,-52,255,86
172194,902000,3,-52,255,86
172294,1248000,3,-52,255,86
172395,902000,3,-52,255,86
172496,1352000,3,-52,255,86
172597,676000,3,-52,255,86
172698,546000,3,-52,255,86
172799,902000,3,-52,255,86
172899,1248000,3,-52,255,86
173000,902000,3,-52,255,86
173101,839000,3,-52,255,86
173203,902000,3,-52,255,86
173302,1586000,3,-52,255,86
173403,1586000,3,-52,255,86
173503,1586000,3,-52,255,86
173604,902000,3,-52,255,86
173705,676000,3,-52,255,86
173805,902000,3,-52,255,86
173906,902000,3,-52,255,86
174006,1144000,3,-52,255,86
174107,676000,3,-52,255,86
174208,902000,3,-52,255,86
174308,1586000,3,-52,255,86
174409,1352000,3,-52,255,86
174509,1248000,3,-52,255,86
174611,757000,3,-52,255,86
174712,546000,3,-52,255,86
174813,676000,3,-52,255,86
174914,676000,3,-52,255,86
175015,676000,3,-52,255,86
175116,676000,3,-52,255,86
175216,902000,3,-52,255,86
175317,902000,3,-52,255,86
175417,1144000,3,-52,255,86
175519,1144000,3,-52,255,86
175619,902000,3,-52,255,86
175720,902000,3,-52,255,86
175820,902000,3,-52,255,86
175921,1586000,3,-52,255,86
176022,676000,3,-52,255,86
176122,676000,3,-52,255,86
176222,902000,3,-52,255,86
176323,1352000,3,-52,255,86
176425,1248000,3,-52,255,86
176524,1248000,3,-52,255,86
176625,757000,3,-52,255,86
176726,676000,3,-52,255,86
176827,676000,3,-52,255,86
176927,757000,3,-52,255,86
177028,757000,3,-52,255,86
177129,676000,3,-52,255,86
177230,1014000,3,-52,255,86
177331,1144000,3,-52,255,86
177431,1248000,3,-52,255,86
177531,676000,3,-52,255,86
177632,546000,3,-52,255,86
177733,676000,3,-52,255,86
177834,546000,3,-52,255,86
177935,676000,3,-52,255,86
178036,676000,3,-52,255,86
178088,839000,3,-52,255,86
178189,839000,3,-52,255,86
178289,546000,3,-52,255,86
178390,1482000,3,-52,255,86
178490,1482000,3,-52,255,86
178591,546000,3,-52,255,86
178696,902000,3,-52,255,86
178798,546000,3,-52,255,86
178899,839000,3,-52,255,86
179000,546000,3,-52,255,86
179100,676000,3,-52,255,86
179201,902000,3,-52,255,86
179301,1352000,3,-52,255,86
179404,1248000,3,-52,255,86
179505,1248000,3,-52,255,86
179606,839000,3,-52,255,86
179706,546000,3,-52,255,86
179808,546000,3,-52,255,86
179909,902000,3,-52,255,86
180011,546000,3,-52,255,86
180112,676000,3,-52,255,86
180212,902000,3,-52,255,86
180313,546000,3,-52,255,86
180413,1482000,3,-52,255,86
180514,1586000,3,-52,255,86
180614,1586000,3,-52,255,86
180715,839000,3,-52,255,86
180816,676000,3,-52,255,86
180917,1144000,3,-52,255,86
181017,839000,3,-52,255,86
181119,1014000,3,-52,255,86
181219,1586000,3,-52,255,86
181319,1586000,3,-52,255,86
181420,1586000,3,-52,255,86
181521,546000,3,-52,255,86
181622,676000,3,-52,255,86
181723,676000,3,-52,255,86
181823,757000,3,-52,255,86
181924,757000,3,-52,255,86
182025,757000,3,-52,255,86
182126,757000,3,-52,255,86
182226,1014000,3,-52,255,86
182326,1144000,3,-52,255,86
182427,1352000,3,-52,255,86
182528,546000,3,-52,255,86
182629,546000,3,-52,255,86
182731,546000,3,-52,255,86
182831,676000,3,-52,255,86
182932,546000,3,-52,255,86
183032,676000,3,-52,255,86
183133,757000,3,-52,255,86
183233,902000,3,-52,255,86
183334,1014000,3,-52,255,86
183435,1144000,3,-52,255,86
183535,1248000,3,-52,255,86
183636,676000,3,-52,255,86
183737,757000,3,-52,255,86
183838,546000,3,-52,255,86
183939,676000,3,-52,255,86
184040,546000,3,-52,255,86
184141,757000,3,-52,255,86
184241,1144000,3,-52,255,86
184342,1144000,3,-52,255,86
184442,1248000,3,-52,255,86
184543,839000,3,-52,255,86
184643,757000,3,-52,255,86
184744,676000,3,-52,255,86
184845,757000,3,-52,255,86
184945,676000,3,-52,255,86
185046,676000,3,-52,255,86
185148,676000,3,-52,255,86
185248,902000,3,-52,255,86
185348,839000,3,-52,255,86
185449,1248000,3,-52,255,86
185549,1248000,3,-52,255,86
185651,546000,3,-52,255,86
185751,757000,3,-52,255,86
185852,839000,3,-52,255,86
185952,676000,3,-52,255,86
186053,757000,3,-52,255,86
186154,676000,3,-52,255,86
186254,1014000,3,-52,255,86
186356,1014000,3,-52,255,86
186456,1144000,3,-52,255,86
186557,1014000,3,-52,255,86
186657,676000,3,-52,255,86
186758,676000,3,-52,255,86
186859,676000,3,-52,255,86
186960,676000,3,-52,255,86
187060,676000,3,-52,255,86
187111,546000,3,-52,255,86
187213,1144000,3,-52,255,86
187312,1482000,3,-52,255,86
187412,1482000,3,-52,255,86
187513,1144000,3,-52,255,86
187614,546000,3,-52,255,86
187715,902000,3,-52,255,86
187815,902000,3,-52,255,86
187916,676000,3,-52,255,86
188016,546000,3,-52,255,86
188117,546000,3,-52,255,86
188218,1014000,3,-52,255,86
188319,546000,3,-52,255,86
188420,1248000,3,-52,255,86
188520,1482000,3,-52,255,86
188621,1014000,3,-52,255,86
188722,757000,3,-52,255,86
188822,676000,3,-52,255,86
188923,676000,3,-52,255,86
189024,902000,3,-52,255,86
189124,1352000,3,-52,255,86
189225,1586000,3,-52,255,86
189325,1586000,3,-52,255,86
189426,1586000,3,-52,255,86
189526,1586000,3,-52,255,86
189627,1586000,3,-52,255,86
189728,839000,3,-52,255,86
189828,676000,3,-52,255,86
189929,757000,3,-52,255,86
190030,676000,3,-52,255,86
190131,546000,3,-52,255,86
190232,1248000,3,-52,255,86
190334,902000,3,-52,255,86
190433,1586000,3,-52,255,86
190533,1586000,3,-52,255,86
190634,1586000,3,-52,255,86
190734,1586000,3,-52,255,86
190835,1586000,3,-52,255,86
190935,1586000,3,-52,255,86
191036,902000,3,-52,255,86
191136,1248000,3,-52,255,86
191238,902000,3,-52,255,86
191337,902000,3,-52,255,86
191439,902000,3,-52,255,86
191539,1014000,3,-52,255,86
191640,1144000,3,-52,255,86
191741,546000,3,-52,255,86
191841,757000,3,-52,255,86
191942,546000,3,-52,255,86
192042,546000,3,-52,255,86
192145,546000,3,-52,255,86
192243,1014000,3,-52,255,86
192344,1144000,3,-52,255,86
192445,902000,3,-52,255,86
192546,546000,3,-52,255,86
192647,546000,3,-52,255,86
192748,546000,3,-52,255,86
192849,676000,3,-52,255,86
192951,757000,3,-52,255,86
193052,757000,3,-52,255,86
193153,839000,3,-52,255,86
193253,1144000,3,-52,255,86
193354,1014000,3,-52,255,86
193454,1352000,3,-52,255,86
193555,839000,3,-52,255,86
193655,839000,3,-52,255,86
193756,757000,3,-52,255,86
193857,676000,3,-52,255,86
193958,676000,3,-52,255,86
194060,676000,3,-52,255,86
194161,676000,3,-52,255,86
194261,1144000,3,-52,255,86
194362,546000,3,-52,255,86
194464,902000,3,-52,255,86
194564,1586000,3,-52,255,86
194665,676000,3,-52,255,86
194766,676000,3,-52,255,86
194867,676000,3,-52,255,86
194968,676000,3,-52,255,86
195069,676000,3,-52,255,86
195171,676000,3,-52,255,86
195270,1248000,3,-52,255,86
195371,1248000,3,-52,255,86
195473,1352000,3,-52,255,86
195574,546000,3,-52,255,86
195675,676000,3,-52,255,86
195775,676000,3,-52,255,86
195876,902000,3,-52,255,86
195976,902000,3,-52,255,86
196077,676000,3,-52,255,86
196178,902000,3,-52,255,86
196278,1144000,3,-52,255,86
196379,1482000,3,-52,255,86
196479,1482000,3,-52,255,86
196580,1248000,3,-52,255,86
196682,676000,3,-52,255,86
196783,676000,3,-52,255,86
196883,676000,3,-52,255,86
196984,676000,3,-52,255,86
197084,676000,3,-52,255,86
197185,902000,3,-52,255,86
197286,1014000,3,-52,255,86
197386,1014000,3,-52,255,86
197486,1248000,3,-52,255,86
197586,1248000,3,-52,255,86
197687,1248000,3,-52,255,86
197788,676000,3,-52,255,86
197888,839000,3,-52,255,86
197989,839000,3,-52,255,86
198090,676000,3,-52,255,86
198190,902000,3,-52,255,86
198292,839000,3,-52,255,86
198342,902000,3,-52,255,86
198443,1144000,3,-52,255,86
198544,1248000,3,-52,255,86
198645,546000,3,-52,255,86
198745,1248000,3,-52,255,86
198846,1586000,3,-52,255,86
198947,546000,3,-52,255,86
199049,546000,3,-52,255,86
199149,676000,3,-52,255,86
199250,902000,3,-52,255,86
199351,1014000,3,-52,255,86
199451,1248000,3,-52,255,86
199551,546000,3,-52,255,86
199652,1248000,3,-52,255,86
199753,676000,3,-52,255,86
199853,676000,3,-52,255,86
199954,676000,3,-52,255,86
200055,676000,3,-52,255,86
200156,676000,3,-52,255,86
200256,1144000,3,-52,255,86
200358,839000,3,-52,255,86
200457,1014000,3,-52,255,86
200558,1144000,3,-52,255,86
200659,1248000,3,-52,255,86
200759,676000,3,-52,255,86
200860,839000,3,-52,255,86
200961,902000,3,-52,255,86
201062,676000,3,-52,255,86
201162,902000,3,-52,255,86
201263,1248000,3,-52,255,86
201363,902000,3,-52,255,86
201464,1014000,3,-52,255,86
201565,546000,3,-52,255,86
201666,546000,3,-52,255,86
201766,676000,3,-52,255,86
201867,676000,3,-52,255,86
201968,676000,3,-52,255,86
202068,676000,3,-52,255,86
202170,1144000,3,-52,255,86
202270,1248000,3,-52,255,86
202371,902000,3,-52,255,86
202471,1248000,3,-52,255,86
202572,902000,3,-52,255,86
202673,676000,3,-52,255,86
202773,676000,3,-52,255,86
202874,676000,3,-52,255,86
202975,676000,3,-52,255,86
203075,757000,3,-52,255,86
203176,902000,3,-52,255,86
203276,1586000,3,-52,255,86
203378,902000,3,-52,255,86
203478,1144000,3,-52,255,86
203579,676000,3,-52,255,86
203679,902000,3,-52,255,86
203780,676000,3,-52,255,86
203881,676000,3,-52,255,86
203982,676000,3,-52,255,86
204082,839000,3,-52,255,86
204184,902000,3,-52,255,86
204283,1248000,3,-52,255,86
204385,902000,3,-52,255,86
204485,1248000,3,-52,255,86
204586,676000,3,-52,255,86
204687,676000,3,-52,255,86
204787,676000,3,-52,255,86
204888,546000,3,-52,255,86
204989,676000,3,-52,255,86
205090,757000,3,-52,255,86
205191,902000,3,-52,255,86
205291,1144000,3,-52,255,86
205392,1144000,3,-52,255,86
205492,1248000,3,-52,255,86
205593,676000,3,-52,255,86
205694,902000,3,-52,255,86
205797,839000,3,-52,255,86
205897,902000,3,-52,255,86
205998,1586000,3,-52,255,86
206099,676000,3,-52,255,86
206201,902000,3,-52,255,86
206301,1586000,3,-52,255,86
206412,902000,3,-52,255,86
206502,1586000,3,-52,255,86
206603,1586000,3,-52,255,86
206704,546000,3,-52,255,86
206804,676000,3,-52,255,86
206905,757000,3,-52,255,86
207006,902000,3,-52,255,86
207107,676000,3,-52,255,86
207209,1014000,3,-52,255,86
207309,1248000,3,-52,255,86
207410,1144000,3,-52,255,86
207511,1248000,3,-52,255,86
207612,676000,3,-52,255,86
207712,839000,3,-52,255,86
207813,902000,3,-52,255,86
207913,839000,3,-52,255,86
208015,902000,3,-52,255,86
208115,1586000,3,-52,255,86
208216,1248000,3,-52,255,86
208317,902000,3,-52,255,86
208417,1352000,3,-52,255,86
208518,676000,3,-52,255,86
208619,676000,3,-52,255,86
208720,902000,3,-52,255,86
208820,902000,3,-52,255,86
208921,676000,3,-52,255,86
209022,757000,3,-52,255,86
209123,546000,3,-52,255,86
209224,902000,3,-52,255,86
209324,902000,3,-52,255,86
209376,902000,3,-52,255,86
209476,1248000,3,-52,255,86
209576,1248000,3,-52,255,86
209677,1014000,3,-52,255,86
209778,546000,3,-52,255,86
209879,902000,3,-52,255,86
209979,1482000,3,-52,255,86
210081,676000,3,-52,255,86
210181,1014000,3,-52,255,86
210281,1482000,3,-52,255,86
210382,902000,3,-52,255,86
210482,1248000,3,-52,255,86
210583,546000,3,-52,255,86
210684,546000,3,-52,255,86
210784,902000,3,-52,255,86
210885,676000,3,-52,255,86
210985,757000,3,-52,255,86
211086,676000,3,-52,255,86
211187,902000,3,-52,255,86
211287,1144000,3,-52,255,86
211388,902000,3,-52,255,86
211489,1586000,3,-52,255,86
211589,1586000,3,-52,255,86
211689,1586000,3,-52,255,86
211790,1586000,3,-52,255,86
211890,1586000,3,-52,255,86
211991,1586000,3,-52,255,86
212091,1586000,3,-52,255,86
212194,1014000,3,-52,255,86
212292,902000,3,-52,255,86
212393,1482000,3,-52,255,86
212493,1586000,3,-52,255,86
212594,1586000,3,-52,255,86
212694,1586000,3,-52,255,86
212794,1144000,3,-52,255,86
212895,839000,3,-52,255,86
212996,676000,3,-52,255,86
213097,676000,3,-52,255,86
213197,902000,3,-52,255,86
213298,676000,3,-52,255,86
213399,1014000,3,-52,255,86
213499,1144000,3,-52,255,86
213600,1014000,3,-52,255,86
213700,546000,3,-52,255,86
213802,676000,3,-52,255,86
213902,757000,3,-52,255,86
214003,839000,3,-52,255,86
214104,902000,3,-52,255,86
214205,902000,3,-52,255,86
214305,1014000,3,-52,255,86
214406,1144000,3,-52,255,86
214507,1248000,3,-52,255,86
214608,546000,3,-52,255,86
214708,676000,3,-52,255,86
214809,902000,3,-52,255,86
214909,902000,3,-52,255,86
215010,757000,3,-52,255,86
215111,757000,3,-52,255,86
215212,1014000,3,-52,255,86
215313,1144000,3,-52,255,86
215413,902000,3,-52,255,86
215514,1248000,3,-52,255,86
215615,757000,3,-52,255,86
215716,546000,3,-52,255,86
215816,676000,3,-52,255,86
215917,839000,3,-52,255,86
216017,757000,3,-52,255,86
216119,676000,3,-52,255,86
216219,902000,3,-52,255,86
216319,1144000,3,-52,255,86
216420,1144000,3,-52,255,86
216520,1248000,3,-52,255,86
216621,676000,3,-52,255,86
216721,676000,3,-52,255,86
216822,757000,3,-52,255,86
216923,546000,3,-52,255,86
217023,902000,3,-52,255,86
217124,757000,3,-52,255,86
217225,1014000,3,-52,255,86
217329,902000,3,-52,255,86
217432,1586000,3,-52,255,86
217532,1014000,3,-52,255,86
217633,757000,3,-52,255,86
217734,676000,3,-52,255,86
217835,757000,3,-52,255,86
217935,676000,3,-52,255,86
218037,676000,3,-52,255,86
218138,676000,3,-52,255,86
218238,1014000,3,-52,255,86
218338,1248000,3,-52,255,86
218439,1352000,3,-52,255,86
218539,1352000,3,-52,255,86
218640,839000,3,-52,255,86
218741,902000,3,-52,255,86
218842,757000,3,-52,255,86
218943,676000,3,-52,255,86
219044,902000,3,-52,255,86
219144,676000,3,-52,255,86
219245,1014000,3,-52,255,86
219345,676000,3,-52,255,86
219446,1482000,3,-52,255,86
219546,1248000,3,-52,255,86
219647,1248000,3,-52,255,86
219748,757000,3,-52,255,86
219848,676000,3,-52,255,86
219949,1352000,3,-52,255,86
220050,902000,3,-52,255,86
220153,1482000,3,-52,255,86
220204,1586000,3,-52,255,86
220304,757000,3,-52,255,86
220405,1248000,3,-52,255,86
220506,1586000,3,-52,255,86
220606,1586000,3,-52,255,86
220707,676000,3,-52,255,86
220808,676000,3,-52,255,86
220908,1248000,3,-52,255,86
221009,839000,3,-52,255,86
221109,676000,3,-52,255,86
221210,902000,3,-52,255,86
221310,1144000,3,-52,255,86
221411,1352000,3,-52,255,86
221511,1248000,3,-52,255,86
221612,546000,3,-52,255,86
221713,546000,3,-52,255,86
221814,546000,3,-52,255,86
221915,546000,3,-52,255,86
222016,546000,3,-52,255,86
222116,676000,3,-52,255,86
222217,902000,3,-52,255,86
222318,902000,3,-52,255,86
222418,1248000,3,-52,255,86
222519,1248000,3,-52,255,86
222620,546000,3,-52,255,86
222722,676000,3,-52,255,86
222823,546000,3,-52,255,86
222924,546000,3,-52,255,86
223025,546000,3,-52,255,86
223125,546000,3,-52,255,86
223226,902000,3,-52,255,86
223327,546000,3,-52,255,86
223427,1248000,3,-52,255,86
223527,1482000,3,-52,255,86
223629,546000,3,-52,255,86
223729,1014000,3,-52,255,86
223830,546000,3,-52,255,86
223930,757000,3,-52,255,86
224032,676000,3,-52,255,86
224132,676000,3,-52,255,86
224232,1144000,3,-52,255,86
224333,1352000,3,-52,255,86
224434,1352000,3,-52,255,86
224534,1248000,3,-52,255,86
224636,676000,3,-52,255,86
224737,676000,3,-52,255,86
224838,676000,3,-52,255,86
224938,676000,3,-52,255,86
225039,757000,3,-52,255,86
225140,757000,3,-52,255,86
225241,902000,3,-52,255,86
225341,902000,3,-52,255,86
225442,1586000,3,-52,255,86
225542,1482000,3,-52,255,86
225643,757000,3,-52,255,86
225743,546000,3,-52,255,86
225844,676000,3,-52,255,86
225945,676000,3,-52,255,86
226046,676000,3,-52,255,86
226146,676000,3,-52,255,86
226247,1144000,3,-52,255,86
226348,757000,3,-52,255,86
226448,1144000,3,-52,255,86
226549,902000,3,-52,255,86
226649,1248000,3,-52,255,86
226749,1586000,3,-52,255,86
226850,902000,3,-52,255,86
226950,1352000,3,-52,255,86
227052,676000,3,-52,255,86
227152,676000,3,-52,255,86
227253,1144000,3,-52,255,86
227357,757000,3,-52,255,86
227455,1014000,3,-52,255,86
227555,1144000,3,-52,255,86
227656,676000,3,-52,255,86
227757,676000,3,-52,255,86
227857,676000,3,-52,255,86
227958,676000,3,-52,255,86
228059,902000,3,-52,255,86
228160,839000,3,-52,255,86
228260,1014000,3,-52,255,86
228361,902000,3,-52,255,86
228461,1352000,3,-52,255,86
228562,1248000,3,-52,255,86
228662,676000,3,-52,255,86
228763,839000,3,-52,255,86
228863,902000,3,-52,255,86
228964,676000,3,-52,255,86
229065,676000,3,-52,255,86
229166,757000,3,-52,255,86
229266,839000,3,-52,255,86
229367,902000,3,-52,255,86
229468,1144000,3,-52,255,86
229569,757000,3,-52,255,86
229670,546000,3,-52,255,86
229770,676000,3,-52,255,86
229876,839000,3,-52,255,86
229974,1586000,3,-52,255,86
230077,902000,3,-52,255,86
230175,902000,3,-52,255,86
230276,1014000,3,-52,255,86
230377,1248000,3,-52,255,86
230477,1248000,3,-52,255,86
230578,676000,3,-52,255,86
230679,676000,3,-52,255,86
230729,839000,3,-52,255,86
230830,757000,3,-52,255,86
230931,757000,3,-52,255,86
231031,902000,3,-52,255,86
231132,902000,3,-52,255,86
231232,1144000,3,-52,255,86
231335,1144000,3,-52,255,86
231435,1248000,3,-52,255,86
231536,676000,3,-52,255,86
231637,757000,3,-52,255,86
231738,546000,3,-52,255,86
231839,757000,3,-52,255,86
231940,757000,3,-52,255,86
232041,676000,3,-52,255,86
232143,1014000,3,-52,255,86
232242,1482000,3,-52,255,86
232343,757000,3,-52,255,86
232444,1248000,3,-52,255,86
232544,546000,3,-52,255,86
232645,757000,3,-52,255,86
232746,757000,3,-52,255,86
232846,676000,3,-52,255,86
232947,676000,3,-52,255,86
233050,757000,3,-52,255,86
233151,676000,3,-52,255,86
233251,1144000,3,-52,255,86
233354,676000,3,-52,255,86
233454,1144000,3,-52,255,86
233555,1248000,3,-52,255,86
233655,546000,3,-52,255,86
233756,676000,3,-52,255,86
233857,839000,3,-52,255,86
233957,839000,3,-52,255,86
234058,676000,3,-52,255,86
234159,757000,3,-52,255,86
234259,1014000,3,-52,255,86
234360,1248000,3,-52,255,86
234460,1248000,3,-52,255,86
234561,757000,3,-52,255,86
234662,676000,3,-52,255,86
234762,676000,3,-52,255,86
234863,676000,3,-52,255,86
234964,839000,3,-52,255,86
235065,676000,3,-52,255,86
235166,839000,3,-52,255,86
235266,676000,3,-52,255,86
235369,902000,3,-52,255,86
235470,1352000,3,-52,255,86
235571,1586000,3,-52,255,86
235671,1586000,3,-52,255,86
235771,1144000,3,-52,255,86
235872,757000,3,-52,255,86
235973,1144000,3,-52,255,86
236073,1586000,3,-52,255,86
236174,1144000,3,-52,255,86
236274,1586000,3,-52,255,86
236375,1586000,3,-52,255,86
236476,1014000,3,-52,255,86
236576,676000,3,-52,255,86
236677,676000,3,-52,255,86
236778,546000,3,-52,255,86
236879,546000,3,-52,255,86
236979,676000,3,-52,255,86
237081,546000,3,-52,255,86
237181,902000,3,-52,255,86
237281,1014000,3,-52,255,86
237382,1352000,3,-52,255,86
237482,1014000,3,-52,255,86
237583,676000,3,-52,255,86
237684,757000,3,-52,255,86
237785,839000,3,-52,255,86
237885,757000,3,-52,255,86
237986,902000,3,-52,255,86
238087,839000,3,-52,255,86
238187,902000,3,-52,255,86
238288,1014000,3,-52,255,86
238389,1144000,3,-52,255,86
238489,1248000,3,-52,255,86
238591,839000,3,-52,255,86
238692,546000,3,-52,255,86
238793,676000,3,-52,255,86
238893,676000,3,-52,255,86
238994,757000,3,-52,255,86
239094,902000,3,-52,255,86
239195,902000,3,-52,255,86
239295,1014000,3,-52,255,86
239396,902000,3,-52,255,86
239497,1144000,3,-52,255,86
239597,1144000,3,-52,255,86
239698,839000,3,-52,255,86
239799,902000,3,-52,255,86
239856,1014000,3,-52,255,86
239956,1586000,3,-52,255,86
240057,546000,3,-52,255,86
240157,1248000,3,-52,255,86
240258,1586000,3,-52,255,86
240358,1144000,3,-52,255,86
240460,1248000,3,-52,255,86
240561,757000,3,-52,255,86
240662,676000,3,-52,255,86
240763,546000,3,-52,255,86
240863,546000,3,-52,255,86
240964,546000,3,-52,255,86
241065,546000,3,-52,255,86
241166,676000,3,-52,255,86
241266,1014000,3,-52,255,86
241369,546000,3,-52,255,86
241470,1248000,3,-52,255,86
241570,1248000,3,-52,255,86
241672,546000,3,-52,255,86
241772,546000,3,-52,255,86
241873,546000,3,-52,255,86
241974,757000,3,-52,255,86
242075,757000,3,-52,255,86
242175,902000,3,-52,255,86
242276,1248000,3,-52,255,86
242376,1248000,3,-52,255,86
242477,1248000,3,-52,255,86
242577,546000,3,-52,255,86
242678,676000,3,-52,255,86
242779,839000,3,-52,255,86
242880,546000,3,-52,255,86
242981,676000,3,-52,255,86
243081,676000,3,-52,255,86
243182,902000,3,-52,255,86
243282,1144000,3,-52,255,86
243383,902000,3,-52,255,86
243483,1248000,3,-52,255,86
243584,1248000,3,-52,255,86
243685,546000,3,-52,255,86
243785,676000,3,-52,255,86
243886,676000,3,-52,255,86
243986,676000,3,-52,255,86
244087,546000,3,-52,255,86
244188,1014000,3,-52,255,86
244289,546000,3,-52,255,86
244389,1144000,3,-52,255,86
244491,1586000,3,-52,255,86
244591,1586000,3,-52,255,86
244692,676000,3,-52,255,86
244793,676000,3,-52,255,86
244894,546000,3,-52,255,86
244994,676000,3,-52,255,86
245095,757000,3,-52,255,86
245197,1144000,3,-52,255,86
245297,1586000,3,-52,255,86
245398,1586000,3,-52,255,86
245498,1014000,3,-52,255,86
245599,546000,3,-52,255,86
245699,676000,3,-52,255,86
245800,676000,3,-52,255,86
245901,676000,3,-52,255,86
246001,902000,3,-52,255,86
246102,546000,3,-52,255,86
246205,902000,3,-52,255,86
246304,1586000,3,-52,255,86
246406,1248000,3,-52,255,86
246506,1248000,3,-52,255,86
246609,676000,3,-52,255,86
246709,1482000,3,-52,255,86
246810,546000,3,-52,255,86
246911,676000,3,-52,255,86
247011,676000,3,-52,255,86
247112,676000,3,-52,255,86
247214,1144000,3,-52,255,86
247317,546000,3,-52,255,86
247416,1144000,3,-52,255,86
247516,1014000,3,-52,255,86
247617,1014000,3,-52,255,86
247718,757000,3,-52,255,86
247818,839000,3,-52,255,86
247919,902000,3,-52,255,86
248020,676000,3,-52,255,86
248120,839000,3,-52,255,86
248221,902000,3,-52,255,86
248323,676000,3,-52,255,86
248422,1352000,3,-52,255,86
248523,1144000,3,-52,255,86
248624,676000,3,-52,255,86
248725,757000,3,-52,255,86
248826,757000,3,-52,255,86
248927,546000,3,-52,255,86
249028,902000,3,-52,255,86
249129,839000,3,-52,255,86
249230,1014000,3,-52,255,86
249280,1248000,3,-52,255,86
249381,1482000,3,-52,255,86
249482,546000,3,-52,255,86
249583,546000,3,-52,255,86
249683,546000,3,-52,255,86
249784,546000,3,-52,255,86
249885,902000,3,-52,255,86
249986,1586000,3,-52,255,86
250087,546000,3,-52,255,86
250188,1014000,3,-52,255,86
250288,1482000,3,-52,255,86
250389,902000,3,-52,255,86
250489,1248000,3,-52,255,86
250590,546000,3,-52,255,86
250692,546000,3,-52,255,86
250791,676000,3,-52,255,86
250892,676000,3,-52,255,86
250992,902000,3,-52,255,86
251094,546000,3,-52,255,86
251194,902000,3,-52,255,86
251295,1248000,3,-52,255,86
251396,902000,3,-52,255,86
251496,1144000,3,-52,255,86
251597,1248000,3,-52,255,86
251698,546000,3,-52,255,86
251799,546000,3,-52,255,86
251899,546000,3,-52,255,86
252000,546000,3,-52,255,86
252101,676000,3,-52,255,86
252202,902000,3,-52,255,86
252302,902000,3,-52,255,86
252402,1352000,3,-52,255,86
252503,1586000,3,-52,255,86
252604,546000,3,-52,255,86
252705,546000,3,-52,255,86
252806,546000,3,-52,255,86
252906,676000,3,-52,255,86
253007,757000,3,-52,255,86
253108,676000,3,-52,255,86
253208,1014000,3,-52,255,86
253315,1586000,3,-52,255,86
253415,1586000,3,-52,255,86
253516,546000,3,-52,255,86
253617,676000,3,-52,255,86
253717,902000,3,-52,255,86
253818,546000,3,-52,255,86
253919,676000,3,-52,255,86
254020,757000,3,-52,255,86
254122,546000,3,-52,255,86
254222,1014000,3,-52,255,86
254323,1352000,3,-52,255,86
254423,1144000,3,-52,255,86
254524,1248000,3,-52,255,86
254625,1248000,3,-52,255,86
254725,1586000,3,-52,255,86
254826,546000,3,-52,255,86
254927,546000,3,-52,255,86
255027,676000,3,-52,255,86
255128,757000,3,-52,255,86
255229,1014000,3,-52,255,86
255330,1014000,3,-52,255,86
255431,1248000,3,-52,255,86
255531,1248000,3,-52,255,86
255632,676000,3,-52,255,86
255733,676000,3,-52,255,86
255834,676000,3,-52,255,86
255934,757000,3,-52,255,86
256035,676000,3,-52,255,86
256135,839000,3,-52,255,86
256236,1144000,3,-52,255,86
256337,1014000,3,-52,255,86
256438,1144000,3,-52,255,86
256538,546000,3,-52,255,86
256639,546000,3,-52,255,86
256742,757000,3,-52,255,86
256843,676000,3,-52,255,86
256943,757000,3,-52,255,86
257044,676000,3,-52,255,86
257144,546000,3,-52,255,86
257245,1144000,3,-52,255,86
257348,1014000,3,-52,255,86
257448,1248000,3,-52,255,86
257548,1586000,3,-52,255,86
257649,1586000,3,-52,255,86
257750,546000,3,-52,255,86
257850,757000,3,-52,255,86
257901,757000,3,-52,255,86
258002,546000,3,-52,255,86
258102,546000,3,-52,255,86
258203,902000,3,-52,255,86
258303,1014000,3,-52,255,86
258404,1248000,3,-52,255,86
258505,1248000,3,-52,255,86
258609,902000,3,-52,255,86
258707,546000,3,-52,255,86
258808,546000,3,-52,255,86
258908,757000,3,-52,255,86
259011,546000,3,-52,255,86
259112,546000,3,-52,255,86
259212,839000,3,-52,255,86
259313,902000,3,-52,255,86
259413,1248000,3,-52,255,86
259514,1248000,3,-52,255,86
259615,546000,3,-52,255,86
259715,676000,3,-52,255,86
259816,546000,3,-52,255,86
259921,1014000,3,-52,255,86
260020,676000,3,-52,255,86
260120,757000,3,-52,255,86
260220,902000,3,-52,255,86
260321,1144000,3,-52,255,86
260423,1586000,3,-52,255,86
260523,1586000,3,-52,255,86
260624,1248000,3,-52,255,86
