Timestamp,Speed,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,ServingCell_Distance
2017.12.01_22.03.13,5,-95,-13,4,7,-76,5905,151,129.88
2017.12.01_22.03.14,5,-96,-12,4,7,-76,6240,116,129.88
2017.12.01_22.03.15,5,-96,-12,4,7,-76,5647,144,129.88
2017.12.01_22.03.16,5,-94,-8,6,7,-76,4899,92,129.88
2017.12.01_22.03.17,5,-94,-8,6,7,-76,5323,99,129.88
2017.12.01_22.03.18,5,-97,-13,3,7,-80,5424,101,129.88
2017.12.01_22.03.19,5,-97,-13,3,6,-78,7269,135,129.88
2017.12.01_22.03.21,5,-95,-13,2,6,-78,8824,164,129.88
2017.12.01_22.03.22,5,-95,-13,2,6,-75,7470,169,129.88
2017.12.01_22.03.23,5,-96,-13,2,5,-79,8622,160,129.88
2017.12.01_22.03.24,5,-96,-13,2,5,-79,7124,151,129.88
2017.12.01_22.03.25,5,-97,-12,1,5,-79,7739,144,129.88
2017.12.01_22.03.26,5,-97,-12,1,8,-79,7627,141,129.88
2017.12.01_22.03.27,5,-94,-14,1,8,-79,6822,127,129.88
2017.12.01_22.03.28,5,-94,-14,0,6,-79,7526,149,129.88
2017.12.01_22.03.30,5,-95,-14,0,8,-79,5099,95,129.88
2017.12.01_22.03.31,5,-95,-14,0,7,-78,9047,168,129.88
2017.12.01_22.03.32,5,-94,-14,1,7,-78,9741,184,129.88
2017.12.01_22.03.33,5,-94,-14,1,6,-78,8645,183,129.88
2017.12.01_22.03.34,5,-94,-12,0,6,-78,7638,142,129.88
2017.12.01_22.03.35,5,-94,-12,0,8,-80,9103,172,129.88
2017.12.01_22.03.36,5,-94,-12,-1,6,-77,11027,208,129.88
2017.12.01_22.03.37,5,-94,-12,-1,6,-77,5569,131,129.88
2017.12.01_22.03.39,5,-94,-12,0,7,-75,6620,151,129.88
2017.12.01_22.03.40,5,-94,-12,0,6,-77,7683,161,129.88
2017.12.01_22.03.41,5,-92,-13,0,7,-75,3310,80,129.88
2017.12.01_22.03.42,5,-92,-13,0,6,-78,4332,82,129.88
2017.12.01_22.03.43,5,-94,-15,-2,6,-78,2706,71,129.88
2017.12.01_22.03.44,5,-94,-15,-2,4,-76,3936,84,129.88
2017.12.01_22.03.45,5,-92,-16,-4,4,-76,4574,99,129.88
2017.12.01_22.03.46,5,-92,-16,-4,4,-73,3959,74,129.88
2017.12.01_22.03.47,5,-91,-14,-4,4,-73,5379,106,129.88
2017.12.01_22.03.49,5,-91,-14,-4,4,-73,4283,82,129.88
2017.12.01_22.03.50,3,-90,-14,-4,4,-73,5234,112,190.41
2017.12.01_22.03.50,3,-90,-14,-3,4,-73,5234,112,190.41
2017.12.01_22.03.51,3,-90,-14,-3,4,-73,4484,102,190.41
2017.12.01_22.03.52,3,-89,-15,-4,4,-73,4205,78,190.41
2017.12.01_22.03.53,3,-89,-15,-4,4,-73,5927,110,190.41
2017.12.01_22.03.54,3,-88,-13,1,4,-73,4518,81,190.41
2017.12.01_22.03.55,3,-88,-13,1,4,-73,5189,110,190.41
2017.12.01_22.03.57,3,-90,-13,2,4,-73,5480,105,190.41
2017.12.01_22.03.58,3,-90,-13,2,5,-71,1319,52,190.41
2017.12.01_22.03.59,3,-92,-15,-1,6,-75,3668,68,190.41
2017.12.01_22.04.00,3,-92,-15,-1,6,-72,4261,90,190.41
2017.12.01_22.04.01,3,-91,-13,-1,6,-74,4607,87,190.41
2017.12.01_22.04.02,3,-91,-13,-1,4,-72,4507,83,190.41
2017.12.01_22.04.03,3,-87,-11,3,6,-74,4742,89,190.41
2017.12.01_22.04.04,3,-87,-11,3,10,-76,4507,84,190.41
2017.12.01_22.04.05,3,-93,-11,2,7,-70,5536,122,190.41
2017.12.01_22.04.07,3,-93,-11,2,7,-70,5625,120,190.41
2017.12.01_22.04.08,3,-88,-13,3,5,-75,5211,96,190.41
2017.12.01_22.04.09,3,-88,-13,3,6,-72,4775,105,190.41
2017.12.01_22.04.10,3,-91,-13,2,6,-74,5357,99,190.41
2017.12.01_22.04.11,3,-91,-13,2,6,-74,3847,71,190.41
2017.12.01_22.04.12,3,-93,-14,0,9,-73,5345,99,190.41
2017.12.01_22.04.13,3,-93,-14,0,6,-77,7214,135,190.41
2017.12.01_22.04.14,3,-94,-14,4,6,-77,3131,58,190.41
2017.12.01_22.04.16,3,-94,-14,4,6,-77,5368,99,190.41
2017.12.01_22.04.17,3,-93,-13,2,6,-75,6408,119,190.41
2017.12.01_22.04.18,3,-93,-13,2,6,-77,5614,104,190.41
2017.12.01_22.04.19,3,-92,-13,-2,7,-78,6117,137,190.41
2017.12.01_22.04.20,3,-92,-13,0,6,-80,4283,90,190.41
2017.12.01_22.04.21,3,-97,-15,1,6,-80,4764,183,190.41
2017.12.01_22.04.22,3,-97,-15,1,6,-80,5200,127,190.41
2017.12.01_22.04.23,3,-96,-14,0,9,-74,4674,87,190.41
2017.12.01_22.04.25,3,-96,-14,0,9,-74,5893,109,190.41
2017.12.01_22.04.26,3,-92,-13,1,8,-81,6128,117,190.41
2017.12.01_22.04.27,3,-92,-13,1,8,-81,3769,73,190.41
2017.12.01_22.04.28,3,-99,-16,-2,5,-81,7873,175,190.41
2017.12.01_22.04.29,3,-99,-16,-2,5,-81,9864,183,190.41
2017.12.01_22.04.30,3,-98,-15,-2,7,-78,6576,193,190.41
2017.12.01_22.04.31,3,-98,-15,-2,6,-82,4708,87,190.41
2017.12.01_22.04.32,3,-99,-16,-3,5,-84,5368,100,190.41
2017.12.01_22.04.34,3,-99,-16,-3,5,-86,3970,74,190.41
2017.12.01_22.04.35,3,-103,-17,-4,5,-86,961,36,190.41
2017.12.01_22.04.36,3,-103,-17,-4,4,-83,1677,32,190.41
2017.12.01_22.04.37,3,-102,-16,-5,5,-85,894,20,190.41
2017.12.01_22.04.38,3,-102,-16,-5,5,-82,973,18,190.41
2017.12.01_22.04.39,3,-98,-15,-5,5,-82,1565,54,190.41
2017.12.01_22.04.40,3,-98,-15,-5,5,-82,1330,27,190.41
2017.12.01_22.04.41,3,-100,-15,-4,6,-85,4428,81,190.41
2017.12.01_22.04.42,3,-100,-15,-4,5,-87,2874,53,190.41
2017.12.01_22.04.43,3,-104,-14,0,4,-85,1532,28,190.41
2017.12.01_22.04.45,3,-104,-14,0,5,-83,3455,74,190.41
2017.12.01_22.04.46,3,-100,-16,-3,5,-83,2225,52,190.41
2017.12.01_22.04.47,3,-100,-16,-3,4,-85,973,18,190.41
2017.12.01_22.04.48,3,-102,-18,-6,4,-85,682,31,190.41
2017.12.01_22.04.49,3,-102,-18,-6,4,-89,1431,69,190.41
2017.12.01_22.04.50,3,-105,-15,-7,4,-91,3936,179,405.93
2017.12.01_22.04.51,3,-105,-15,-7,2,-85,3713,69,405.93
2017.12.01_22.04.52,3,-102,-15,-9,2,-85,2572,65,1591.96
2017.12.01_22.04.53,3,-102,-15,-9,5,-83,10267,191,1591.96
2017.12.01_22.04.55,3,-97,-15,-4,6,-80,13331,247,1591.96
2017.12.01_22.04.56,3,-97,-15,-4,8,-77,20198,376,1591.96
2017.12.01_22.04.57,3,-98,-14,1,8,-81,17592,326,1591.96
2017.12.01_22.04.58,3,-98,-14,1,6,-83,18218,338,1591.96
2017.12.01_22.04.59,3,-101,-13,1,6,-83,13431,249,1591.96
2017.12.01_22.05.00,3,-101,-13,1,7,-81,21305,396,1591.96
2017.12.01_22.05.01,3,-98,-15,-1,7,-81,16227,311,1591.96
2017.12.01_22.05.02,3,-98,-15,-1,5,-83,12134,225,1591.96
2017.12.01_22.05.03,3,-100,-16,-2,5,-83,15299,596,1591.96
2017.12.01_22.05.05,3,-100,-16,-2,6,-86,15646,345,1591.96
2017.12.01_22.05.05,3,-100,-16,-2,6,-86,15646,345,1691
2017.12.01_22.05.06,3,-104,-14,-2,6,-86,18453,343,1691
2017.12.01_22.05.07,3,-104,-14,-2,6,-86,6542,124,1691
2017.12.01_22.05.08,3,-103,-16,-3,6,-86,8891,388,1691
2017.12.01_22.05.09,3,-103,-16,-3,6,-89,7649,243,1691
2017.12.01_22.05.10,3,-108,-18,-5,5,-87,8399,164,1691
2017.12.01_22.05.11,3,-108,-18,-5,6,-84,13599,252,1691
2017.12.01_22.05.12,3,-101,-15,-4,6,-84,13152,244,1691
2017.12.01_22.05.13,3,-101,-15,-4,6,-88,8611,160,1691
2017.12.01_22.05.15,3,-105,-14,-4,6,-88,11899,221,1691
2017.12.01_22.05.16,3,-105,-14,-4,5,-93,10479,328,1691
2017.12.01_22.05.17,3,-100,-16,-6,7,-83,12212,261,1691
2017.12.01_22.05.18,3,-100,-16,-6,5,-89,6632,238,1691
2017.12.01_22.05.19,3,-110,-19,-7,4,-93,7381,137,1691
2017.12.01_22.05.20,3,-110,-19,-7,4,-93,3657,68,1691
2017.12.01_22.05.21,3,-103,-14,-9,2,-86,4540,205,403.02
2017.12.01_22.05.22,3,-103,-14,-9,2,-86,5647,105,403.02
2017.12.01_22.05.24,3,-102,-14,-3,2,-86,6632,218,403.02
2017.12.01_22.05.25,3,-102,-14,-3,2,-86,6900,128,403.02
2017.12.01_22.05.26,3,-104,-13,-1,2,-86,4384,81,403.02
2017.12.01_22.05.27,3,-104,-13,-1,2,-86,8745,162,403.02
2017.12.01_22.05.28,3,-104,-14,0,8,-90,8309,154,403.02
2017.12.01_22.05.29,3,-104,-14,0,8,-86,7817,145,403.02
2017.12.01_22.05.30,3,-103,-14,0,8,-86,7694,143,403.02
2017.12.01_22.05.31,3,-103,-14,0,8,-86,4730,88,403.02
2017.12.01_22.05.33,3,-102,-13,0,7,-88,6565,122,403.02
2017.12.01_22.05.34,3,-102,-13,0,7,-85,5905,109,403.02
2017.12.01_22.05.35,3,-103,-15,-2,7,-85,6777,126,403.02
2017.12.01_22.05.36,3,-103,-15,-2,7,-85,6330,117,403.02
2017.12.01_22.05.37,3,-101,-14,0,10,-83,7291,135,403.02
2017.12.01_22.05.38,3,-101,-14,0,10,-81,3802,82,403.02
2017.12.01_22.05.39,3,-98,-12,1,9,-79,11687,293,403.02
2017.12.01_22.05.40,3,-98,-12,1,9,-79,6117,113,403.02
2017.12.01_22.05.41,3,-96,-13,4,8,-81,8634,299,403.02
2017.12.01_22.05.43,3,-96,-13,4,8,-81,10345,194,403.02
2017.12.01_22.05.44,3,-91,-12,5,9,-74,11139,207,403.02
2017.12.01_22.05.45,3,-91,-12,5,9,-72,11172,214,403.02
2017.12.01_22.05.46,3,-89,-12,7,6,-72,7605,141,403.02
2017.12.01_22.05.47,3,-89,-12,7,6,-72,12503,343,403.02
2017.12.01_22.05.48,3,-91,-12,4,6,-72,16563,442,403.02
2017.12.01_22.05.49,3,-91,-12,4,10,-68,18602,427,403.02
2017.12.01_22.05.50,3,-84,-12,8,10,-71,16664,312,403.02
2017.12.01_22.05.52,3,-84,-12,7,10,-71,6419,126,403.02
2017.12.01_22.05.53,3,-90,-13,4,6,-75,11307,210,403.02
2017.12.01_22.05.54,3,-90,-13,4,6,-75,9204,171,403.02
2017.12.01_22.05.55,3,-91,-13,5,12,-73,15679,352,403.02
2017.12.01_22.05.56,3,-91,-13,5,12,-73,17391,537,403.02
2017.12.01_22.05.57,3,-89,-13,8,12,-73,6721,125,403.02
2017.12.01_22.05.58,3,-89,-13,8,9,-75,17424,326,403.02
2017.12.01_22.05.59,3,-92,-13,8,7,-72,6788,126,403.02
2017.12.01_22.06.01,3,-92,-13,8,9,-75,4976,147,403.02
2017.12.01_22.06.02,3,-86,-13,7,7,-69,14404,267,403.02
2017.12.01_22.06.03,3,-86,-13,7,8,-77,8712,167,403.02
2017.12.01_22.06.04,3,-95,-17,3,8,-77,391,10,403.02
2017.12.01_22.06.05,3,-95,-17,3,8,-77,4618,150,403.02
2017.12.01_22.06.06,3,-92,-15,-2,6,-78,1666,71,403.02
2017.12.01_22.06.07,3,-92,-15,-2,8,-74,5267,98,403.02
2017.12.01_22.06.08,3,-88,-10,-9,2,-71,3008,62,1691
2017.12.01_22.06.10,3,-88,-10,-9,2,-71,17368,323,1691
2017.12.01_22.06.11,3,-92,-16,-2,5,-75,13130,244,1691
2017.12.01_22.06.12,3,-92,-16,-2,3,-81,7370,147,1691
2017.12.01_22.06.13,3,-98,-15,-11,3,-81,4295,80,403.02
2017.12.01_22.06.14,3,-98,-15,-11,5,-84,2907,92,403.02
2017.12.01_22.06.15,3,-101,-15,-5,5,-84,3735,69,403.02
2017.12.01_22.06.16,3,-101,-15,-5,6,-84,5592,104,403.02
2017.12.01_22.06.18,3,-102,-15,-4,7,-84,2784,55,403.02
2017.12.01_22.06.19,3,-102,-15,-4,5,-87,3355,62,403.02
2017.12.01_22.06.20,3,-104,-16,-4,7,-83,5715,106,403.02
2017.12.01_22.06.21,3,-104,-16,-4,5,-85,3824,71,403.02
2017.12.01_22.06.22,3,-94,-11,-5,2,-77,3590,67,287.65
2017.12.01_22.06.23,3,-94,-11,-5,6,-80,9461,175,287.65
2017.12.01_22.06.24,3,-97,-12,-3,6,-80,12011,275,287.65
2017.12.01_22.06.25,3,-97,-12,-3,8,-82,5222,138,287.65
2017.12.01_22.06.27,3,-95,-13,1,8,-78,3232,69,287.65
2017.12.01_22.06.28,3,-95,-13,1,5,-81,5782,134,388.32
2017.12.01_22.06.28,3,-95,-13,1,5,-81,5782,134,388.32
2017.12.01_22.06.29,3,-100,-15,1,7,-83,6084,148,388.32
2017.12.01_22.06.30,3,-100,-15,1,8,-80,4339,103,388.32
2017.12.01_22.06.31,3,-97,-14,0,8,-80,3992,74,388.32
2017.12.01_22.06.32,3,-97,-14,0,8,-80,5111,115,388.32
2017.12.01_22.06.33,3,-98,-14,0,7,-82,7627,141,388.32
2017.12.01_22.06.34,3,-98,-14,0,6,-84,3053,60,388.32
2017.12.01_22.06.36,3,-101,-15,-1,7,-81,2974,88,388.32
2017.12.01_22.06.37,3,-101,-15,-1,7,-81,3880,72,388.32
2017.12.01_22.06.38,3,-99,-14,-2,7,-81,2471,47,388.32
2017.12.01_22.06.39,3,-99,-14,-2,6,-83,3836,82,388.32
2017.12.01_22.06.40,3,-97,-13,-2,6,-77,4428,98,388.32
2017.12.01_22.06.41,3,-97,-13,-2,6,-80,2639,49,388.32
2017.12.01_22.06.42,3,-97,-14,0,6,-82,2594,51,388.32
2017.12.01_22.06.43,3,-97,-14,0,6,-84,5703,106,388.32
2017.12.01_22.06.45,3,-101,-16,-1,6,-84,4059,75,388.32
2017.12.01_22.06.46,3,-101,-16,-1,4,-80,3042,56,388.32
2017.12.01_22.06.47,3,-103,-18,-5,3,-86,3769,70,388.32
2017.12.01_22.06.48,3,-103,-18,-5,4,-84,1442,27,388.32
2017.12.01_22.06.49,3,-101,-15,-6,3,-86,2013,37,388.32
2017.12.01_22.06.50,3,-101,-15,-6,3,-86,1073,49,388.32
2017.12.01_22.06.51,3,-104,-17,-6,4,-82,290,12,388.32
2017.12.01_22.06.52,3,-104,-17,-6,3,-87,626,32,388.32
2017.12.01_22.06.53,3,-99,-14,-8,2,-82,6084,279,397.92
2017.12.01_22.06.55,3,-99,-14,-8,6,-84,3836,175,397.92
2017.12.01_22.06.56,3,-100,-15,-4,6,-84,6900,128,397.92
2017.12.01_22.06.57,3,-100,-15,-4,6,-84,8030,149,397.92
2017.12.01_22.06.58,3,-101,-13,-1,6,-84,6464,120,397.92
2017.12.01_22.07.00,3,-101,-13,-1,6,-84,4384,81,397.92
2017.12.01_22.07.01,3,-102,-14,0,6,-84,7996,239,397.92
2017.12.01_22.07.02,3,-102,-14,0,6,-84,5916,110,397.92
2017.12.01_22.07.03,3,-103,-14,0,8,-86,6609,123,397.92
2017.12.01_22.07.04,3,-103,-14,0,9,-84,9047,168,397.92
2017.12.01_22.07.05,3,-103,-14,0,9,-86,8566,163,397.92
2017.12.01_22.07.06,3,-103,-14,0,9,-86,9293,172,397.92
2017.12.01_22.07.07,3,-101,-13,2,5,-84,11407,212,397.92
2017.12.01_22.07.09,3,-101,-13,2,5,-84,9361,179,397.92
2017.12.01_22.07.10,3,-102,-14,2,5,-84,7940,151,397.92
2017.12.01_22.07.11,3,-102,-14,2,5,-84,9293,259,397.92
2017.12.01_22.07.12,3,-103,-14,1,7,-86,9662,180,397.92
2017.12.01_22.07.13,3,-103,-14,1,7,-84,7538,220,397.92
2017.12.01_22.07.14,3,-100,-14,1,7,-84,10065,191,397.92
2017.12.01_22.07.15,3,-100,-14,1,7,-84,5619,109,397.92
2017.12.01_22.07.16,3,-102,-15,0,7,-84,6976,134,397.92
2017.12.01_22.07.17,3,-102,-15,0,7,-84,6699,124,397.92
2017.12.01_22.07.19,3,-103,-14,0,9,-86,8477,153,397.92
2017.12.01_22.07.20,3,-103,-14,0,9,-86,3534,147,397.92
2017.12.01_22.07.21,3,-102,-14,0,9,-86,6430,119,397.92
2017.12.01_22.07.22,3,-102,-14,0,9,-84,4932,92,397.92
2017.12.01_22.07.23,3,-101,-15,0,9,-84,7772,144,397.92
2017.12.01_22.07.24,3,-101,-15,0,9,-84,7694,143,397.92
2017.12.01_22.07.25,3,-101,-14,-1,9,-84,4719,87,397.92
2017.12.01_22.07.26,3,-101,-14,-1,9,-84,7079,184,397.92
2017.12.01_22.07.28,3,-98,-14,1,7,-81,7325,192,397.92
2017.12.01_22.07.29,3,-98,-14,1,6,-83,6341,118,397.92
2017.12.01_22.07.30,3,-99,-14,1,6,-83,3634,70,397.92
2017.12.01_22.07.31,3,-99,-14,1,6,-83,6039,112,397.92
2017.12.01_22.07.32,3,-101,-14,0,6,-83,4104,76,397.92
2017.12.01_22.07.33,3,-101,-14,0,8,-81,4328,80,397.92
2017.12.01_22.07.34,3,-98,-14,-1,8,-81,5021,94,397.92
2017.12.01_22.07.35,3,-98,-14,-1,8,-81,4462,83,397.92
2017.12.01_22.07.37,3,-98,-13,1,8,-81,6598,122,397.92
2017.12.01_22.07.38,3,-98,-13,1,6,-83,7649,204,397.92
2017.12.01_22.07.39,3,-100,-14,1,6,-83,6240,116,397.92
2017.12.01_22.07.40,3,-100,-14,1,6,-83,7940,148,397.92
2017.12.01_22.07.41,3,-96,-13,3,6,-79,3411,124,397.92
2017.12.01_22.07.42,3,-96,-13,3,6,-79,7795,145,397.92
2017.12.01_22.07.43,3,-94,-12,2,10,-77,10322,192,397.92
2017.12.01_22.07.44,3,-94,-12,2,8,-79,9349,173,397.92
2017.12.01_22.07.45,3,-98,-13,5,7,-81,4272,79,397.92
2017.12.01_22.07.47,3,-98,-13,5,9,-83,4618,138,397.92
2017.12.01_22.07.48,3,-98,-14,-3,7,-81,22,0,397.92
2017.12.01_22.07.48,3,-98,-14,-3,7,-81,22,0,396.04
2017.12.01_22.07.49,3,-98,-14,-3,9,-79,10703,234,396.04
2017.12.01_22.07.50,3,-96,-13,7,9,-79,9103,168,396.04
2017.12.01_22.07.51,3,-96,-13,7,9,-79,883,37,396.04
2017.12.01_22.07.52,3,-95,-13,5,9,-79,6453,122,396.04
2017.12.01_22.07.53,3,-95,-13,5,9,-79,7661,146,396.04
2017.12.01_22.07.54,3,-96,-14,3,9,-79,4943,95,396.04
2017.12.01_22.07.56,3,-96,-14,3,9,-79,11318,210,396.04
2017.12.01_22.07.57,3,-98,-13,5,11,-81,12749,269,396.04
2017.12.01_22.07.58,3,-98,-13,5,11,-81,6542,146,396.04
2017.12.01_22.07.59,3,-97,-13,5,11,-81,5614,106,396.04
2017.12.01_22.08.00,3,-97,-13,5,11,-81,11978,222,396.04
2017.12.01_22.08.01,3,-97,-13,5,11,-81,5793,107,396.04
2017.12.01_22.08.02,3,-97,-13,5,8,-79,7951,148,396.04
2017.12.01_22.08.03,3,-96,-13,3,8,-79,12246,227,396.04
2017.12.01_22.08.04,3,-96,-13,3,8,-79,7944,150,396.04
2017.12.01_22.08.06,3,-96,-13,3,8,-79,8611,201,396.04
2017.12.01_22.08.07,3,-96,-13,3,7,-82,10076,187,396.04
2017.12.01_22.08.08,3,-96,-14,4,11,-79,13745,255,396.04
2017.12.01_22.08.09,3,-96,-14,4,6,-81,6676,123,396.04
2017.12.01_22.08.10,3,-98,-14,4,6,-81,8969,167,396.04
2017.12.01_22.08.11,3,-98,-14,4,6,-81,4417,82,396.04
2017.12.01_22.08.12,3,-97,-14,0,6,-81,4887,120,396.04
2017.12.01_22.08.13,3,-97,-14,0,8,-79,4283,80,396.04
2017.12.01_22.08.15,3,-100,-16,-1,7,-83,2809,57,396.04
2017.12.01_22.08.16,3,-100,-16,-1,6,-85,4180,114,396.04
2017.12.01_22.08.17,3,-102,-16,-5,6,-85,7031,132,396.04
2017.12.01_22.08.18,3,-102,-16,-5,7,-83,3455,64,396.04
2017.12.01_22.08.19,3,-100,-15,-4,3,-86,1923,37,396.04
2017.12.01_22.08.20,3,-100,-15,-4,2,-81,6374,304,396.04
2017.12.01_22.08.21,3,-102,-17,-4,5,-85,5536,253,11857.73
2017.12.01_22.08.22,3,-102,-17,-4,4,-83,3757,126,11857.73
2017.12.01_22.08.24,3,-101,-19,-7,5,-85,5502,101,11857.73
2017.12.01_22.08.25,3,-101,-19,-7,5,-85,4115,116,11857.73
2017.12.01_22.08.26,3,-101,-17,-6,5,-85,4339,80,11857.73
2017.12.01_22.08.27,3,-101,-17,-6,5,-85,1487,28,11857.73
2017.12.01_22.08.28,3,-101,-16,-4,5,-85,4853,90,11857.73
2017.12.01_22.08.29,3,-101,-16,-4,5,-85,1767,33,11857.73
2017.12.01_22.08.30,3,-96,-14,-1,9,-79,8432,143,11857.73
2017.12.01_22.08.31,3,-96,-14,-1,6,-83,9081,167,11857.73
2017.12.01_22.08.33,3,-102,-17,-2,6,-81,3299,103,11857.73
2017.12.01_22.08.34,3,-102,-17,-2,6,-81,11206,208,11857.73
2017.12.01_22.08.35,3,-98,-14,-1,6,-81,1006,19,11857.73
2017.12.01_22.08.36,3,-98,-14,-1,2,-86,11,0,11857.73
2017.12.01_22.08.37,3,-100,-13,-7,4,-83,0,0,1867.3
2017.12.01_22.08.38,3,-100,-13,-7,4,-83,1442,63,1867.3
2017.12.01_22.08.39,3,-103,-16,-5,4,-86,3310,61,1867.3
2017.12.01_22.08.40,3,-103,-16,-5,4,-89,2829,54,1867.3
2017.12.01_22.08.41,3,-103,-17,-9,4,-86,11,0,11857.73
2017.12.01_22.08.43,3,-103,-17,-9,7,-88,100,4,11857.73
2017.12.01_22.08.44,3,-114,-11,-5,5,-94,5871,138,396.04
2017.12.01_22.08.45,3,-114,-11,-5,6,-94,10266,191,396.04
2017.12.01_22.08.46,3,-122,-16,-3,6,-94,3623,67,396.04
2017.12.01_22.08.47,3,-122,-16,-3,6,-94,2449,45,396.04
2017.12.01_22.08.48,3,-126,-17,-4,5,-94,2371,47,396.04
2017.12.01_22.08.49,3,-126,-17,-4,5,-94,1532,28,396.04
2017.12.01_22.08.51,3,-131,-20,-6,3,-94,1431,27,396.04
2017.12.01_22.08.52,3,-131,-20,-6,3,-94,346,10,396.04
2017.12.01_22.08.53,3,-119,-13,-5,1,-94,1442,75,795.55
2017.12.01_22.08.57,3,-114,-14,2,6,-94,4630,91,870.25
2017.12.01_22.09.08,3,-124,-17,-8,2,-94,1096,50,870.25
