TimeMS,Time,Min,Memory Usage,CPU Frequency,CPU Load,Wi-Fi RSSI Level,Screen Bright,Battery,Download,Upload,Quality
2910060,2910,00:48:30,1817024,1586000,40,-63,4,69,820,11,720
2920060,2920,00:48:40,1798592,902000,40,-63,4,69,820,11,720
2930060,2930,00:48:50,1824812,902000,40,-63,4,69,820,11,720
2940060,2940,00:49:00,1789392,546000,40,-64,4,69,820,11,720
2950060,2950,00:49:10,1811712,902000,40,-61,4,69,820,11,720
2960060,2960,00:49:20,1784596,902000,40,-70,4,69,820,11,720
2970060,2970,00:49:30,1807828,546000,40,-70,4,69,820,11,720
2980060,2980,00:49:40,1805708,1144000,40,-61,4,69,820,11,720
2990060,2990,00:49:50,1779044,1352000,40,-64,4,69,820,11,720
3000060,3000,00:50:00,1742516,676000,40,-63,4,69,820,11,720
3010060,3010,00:50:10,1753776,902000,40,-63,4,69,820,11,720
3020060,3020,00:50:20,1768940,902000,40,-63,4,69,820,11,720
3030060,3030,00:50:30,1816052,1014000,40,-63,4,69,820,11,720
3040060,3040,00:50:40,1812856,1586000,40,-63,4,69,820,11,720
3050060,3050,00:50:50,1822208,902000,40,-63,4,69,820,11,720
3060060,3060,00:51:00,1822716,1014000,40,-63,4,69,820,11,720
3070060,3070,00:51:10,1793696,546000,40,-63,4,69,820,11,720
3080060,3080,00:51:20,1823472,1248000,40,-64,4,69,820,11,720
3090060,3090,00:51:30,1807536,902000,40,-63,4,69,820,11,720
3100060,3100,00:51:40,1824048,1248000,40,-63,4,69,820,11,720
3110060,3110,00:51:50,1797584,1248000,40,-64,4,68,820,11,720
3120060,3120,00:52:00,1796280,1586000,40,-57,4,68,820,11,720
3130060,3130,00:52:10,1777240,1144000,40,-64,4,68,820,11,720
3140060,3140,00:52:20,1819472,1248000,40,-61,4,68,820,11,720
3150060,3150,00:52:30,1817856,1352000,40,-66,4,68,820,11,720
3160060,3160,00:52:40,1808320,1248000,40,-66,4,68,820,11,720
3170060,3170,00:52:50,1823692,1248000,40,-55,4,68,820,11,720
3180060,3180,00:53:00,1820580,1586000,40,-59,126,66,966,9,720
3190060,3190,00:53:10,1824912,1248000,40,-59,126,66,966,9,720
3200060,3200,00:53:20,1827128,1586000,40,-59,126,66,966,9,720
3210060,3210,00:53:30,1791924,1586000,40,-59,126,66,966,9,720
3220060,3220,00:53:40,1812620,902000,40,-59,126,66,966,9,720
3230060,3230,00:53:50,1853900,1248000,40,-59,126,66,966,9,720
3240060,3240,00:54:00,1802200,1586000,40,-71,126,66,966,9,720
3250060,3250,00:54:10,1806848,902000,40,-58,126,66,966,9,720
3260060,3260,00:54:20,1824152,757000,40,-66,126,66,966,9,720
3270060,3270,00:54:30,1802228,1586000,40,-63,126,66,966,9,720
3280060,3280,00:54:40,1809024,1482000,40,-63,126,66,966,9,720
3290060,3290,00:54:50,1824328,676000,40,-65,126,66,966,9,720
3300060,3300,00:55:00,1786552,839000,40,-57,126,66,966,9,720
3310060,3310,00:55:10,1781432,902000,40,-64,126,66,966,9,720
3320060,3320,00:55:20,1820784,1144000,40,-63,126,66,966,9,720
3330060,3330,00:55:30,1823280,902000,40,-63,126,66,966,9,720
3340060,3340,00:55:40,1803576,1482000,40,-64,126,66,966,9,720
3350060,3350,00:55:50,1775072,902000,40,-64,126,66,966,9,720
3360060,3360,00:56:00,1795624,902000,40,-60,126,66,966,9,720
3370060,3370,00:56:10,1812416,902000,40,-64,126,65,966,9,720
3380060,3380,00:56:20,1824484,902000,40,-63,126,65,966,9,720
3390060,3390,00:56:30,1826184,902000,40,-65,126,65,966,9,720
3400060,3400,00:56:40,1824136,1586000,40,-63,126,65,966,9,720
3410060,3410,00:56:50,1819576,1586000,40,-64,126,65,966,9,720
3420060,3420,00:57:00,1798004,1248000,40,-63,126,65,966,9,720
3430060,3430,00:57:10,1811720,1586000,40,-64,126,65,966,9,720
3440060,3440,00:57:20,1808216,1586000,40,-62,126,65,966,9,720
3450060,3450,00:57:30,1810840,1586000,40,-65,126,65,966,9,720
3460060,3460,00:57:40,1801244,1586000,40,-65,126,65,966,9,720
3470060,3470,00:57:50,1824880,1586000,40,-58,126,65,966,9,720
3480060,3480,00:58:00,1825180,1144000,40,-67,126,65,966,9,720
3490060,3490,00:58:10,1818120,902000,40,-60,126,65,966,9,720
3500060,3500,00:58:20,1818432,902000,40,-60,126,65,966,9,720
3510060,3510,00:58:30,1803916,902000,40,-65,126,65,966,9,720
3520060,3520,00:58:40,1825504,676000,40,-59,126,65,966,9,720
3530060,3530,00:58:50,1806596,1014000,40,-65,126,65,966,9,720
3540060,3540,00:59:00,1803820,839000,40,-62,126,65,966,9,720
3550060,3550,00:59:10,1824236,839000,40,-64,126,65,966,9,720
3560060,3560,00:59:20,1820236,546000,40,-63,126,65,966,9,720
3570060,3570,00:59:30,1818688,1144000,40,-63,126,65,966,9,720
3580060,3580,00:59:40,1770128,1586000,40,-64,126,65,966,9,720
3590060,3590,00:59:50,1798228,676000,40,-63,126,65,966,9,720
3600060,3600,01:00:00,1804660,1352000,40,-63,126,65,966,9,720
3610060,3610,01:00:10,1794152,902000,40,-67,126,65,966,9,720
3620060,3620,01:00:20,1795624,902000,40,-62,126,65,966,9,720
3630060,3630,01:00:30,1806500,1586000,40,-66,126,65,966,9,720
3640060,3640,01:00:40,1821300,902000,40,-66,126,65,966,9,720
3650060,3650,01:00:50,1783868,757000,40,-59,126,65,966,9,720
3660060,3660,01:01:00,1810072,902000,40,-64,126,65,966,9,720
3670060,3670,01:01:10,1810684,546000,40,-63,126,65,966,9,720
3680060,3680,01:01:20,1823896,1248000,40,-66,126,65,966,9,720
3690060,3690,01:01:30,1825660,1352000,40,-66,126,65,966,9,720
3700060,3700,01:01:40,1817920,1586000,40,-61,126,65,966,9,720
3710060,3710,01:01:50,1825368,1586000,40,-64,126,65,966,9,720
3720060,3720,01:02:00,1802260,1586000,40,-64,126,65,966,9,720
3730060,3730,01:02:10,1822952,902000,40,-59,126,64,966,9,720
3740060,3740,01:02:20,1777812,1014000,40,-68,126,64,966,9,720
3750060,3750,01:02:30,1805276,1586000,40,-62,126,64,966,9,720
3760060,3760,01:02:40,1824328,902000,40,-62,126,64,966,9,720
3770060,3770,01:02:50,1770440,902000,40,-65,126,64,966,9,720
3780060,3780,01:03:00,1806492,902000,40,-59,126,64,966,9,720
3790060,3790,01:03:10,1806384,757000,40,-64,126,64,966,9,720
3800060,3800,01:03:20,1810760,902000,40,-64,126,64,966,9,720
3810060,3810,01:03:30,1795000,839000,40,-59,126,64,966,9,720
3820060,3820,01:03:40,1817460,902000,40,-65,126,64,966,9,720
3830060,3830,01:03:50,1823360,902000,40,-63,126,64,966,9,720
3840060,3840,01:04:00,1820508,1482000,40,-63,126,64,966,9,720
3850060,3850,01:04:10,1847724,902000,40,-65,126,64,966,9,720
3860060,3860,01:04:20,1812636,1586000,40,-59,126,64,966,9,720
3870060,3870,01:04:30,1814708,1248000,40,-64,126,64,966,9,720
3880060,3880,01:04:40,1819452,1586000,40,-59,126,64,966,9,720
